0 26.1841 97.77 0.898 0.8495 
1 32.7349 88.05 0.6004 0.6875 
2 29.6037 110.19 0.6892 0.7365 
3 33.2499 84.81 0.9108 1.0505 
4 32.2199 78.87 0.6652 0.6745 
5 27.9763 64.11 0.6988 0.6905 
6 30.4689 83.19 0.7124 0.8195 
7 31.3547 70.77 0.6916 0.7435 
8 29.5625 75.63 0.9252 0.6325 
9 27.4201 76.17 0.7628 0.8745 
10 29.3771 94.53 0.9356 0.9475 
11 28.7179 81.39 0.71 0.9565 
12 34.5477 44.85 0.8252 0.6405 
13 33.8267 106.95 0.9628 0.9465 
14 26.2253 118.65 0.9372 1.0335 
15 28.4913 83.01 0.694 1.0375 
16 35.3305 49.89 0.7044 1.0625 
17 26.9463 52.23 0.6716 0.9995 
18 29.1917 34.59 0.7668 0.8325 
19 28.0793 107.49 0.9932 0.7505 
20 28.2029 119.01 0.9044 0.6865 
21 31.6637 32.79 0.8292 1.0225 
22 30.4483 45.93 0.866 0.7405 
23 33.5177 105.15 0.6196 0.6955 
24 33.3117 108.75 0.8244 0.8125 
25 27.9969 77.25 0.9516 0.8615 
26 27.3789 118.83 0.9724 1.0325 
27 34.1357 77.79 0.8284 1.0605 
28 32.3023 39.63 0.6012 0.9095 
29 31.7049 46.83 0.6076 0.8055 
30 32.3229 71.67 0.9604 0.8385 
31 28.4089 93.09 0.9644 0.7705 
32 32.4259 35.85 0.7772 1.0245 
33 35.4541 34.05 0.8044 0.8355 
34 27.1729 86.97 0.8964 0.9735 
35 26.4107 113.97 0.8596 0.9765 
36 31.9109 82.47 0.6532 1.0715 
37 29.2535 96.33 0.6284 0.6195 
38 26.5755 75.81 0.7108 0.8305 
39 34.2181 77.61 0.9452 1.0795 
40 35.9279 35.49 0.6668 1.0095 
41 32.8173 48.45 0.8732 0.9485 
42 30.5719 111.45 0.9324 0.9805 
43 29.0269 50.43 0.85 0.7175 
44 26.0193 79.59 0.9668 0.8565 
45 29.9333 49.71 0.7444 0.9625 
46 30.3659 46.65 0.6836 1.0075 
47 30.7161 110.55 0.8396 0.7325 
48 29.2123 35.67 0.6604 0.9955 
49 33.7443 107.85 0.6964 1.0675 
50 32.1375 33.87 0.9556 1.0745 
51 28.2853 36.75 0.7292 0.9455 
52 27.6673 79.41 0.8412 1.0005 
53 33.3529 69.87 0.7972 0.9505 
54 26.9051 81.75 0.638 0.9305 
55 30.8603 60.51 0.626 0.6125 
56 26.6579 47.91 0.7588 0.6095 
57 27.6055 48.99 0.7508 0.6415 
58 32.9203 45.75 0.7724 0.6515 
59 26.7197 69.33 0.8604 0.9545 
60 25.7103 79.23 0.6972 0.8535 
61 27.7085 106.05 0.9196 1.0845 
62 32.7555 67.17 0.9836 0.7085 
63 34.7949 86.07 0.734 1.0755 
64 31.3135 55.47 0.7332 0.7645 
65 25.8545 43.05 0.9148 0.6785 
66 31.7873 102.81 0.878 0.7775 
67 34.1975 39.09 0.6684 1.0985 
68 34.0945 41.43 0.7644 0.9865 
69 28.3265 78.33 0.6084 0.8995 
70 34.7537 93.27 0.6572 0.9255 
71 25.7721 114.15 0.6452 0.7225 
72 35.2275 96.69 0.8324 0.8415 
73 28.8415 65.55 0.766 0.9085 
74 34.2593 85.71 0.8716 0.7095 
75 28.9445 109.83 0.9956 0.6715 
76 31.3341 78.51 0.774 0.6535 
77 32.6525 68.25 0.8508 0.8885 
78 29.6655 109.11 0.7548 0.9415 
79 27.9351 84.09 0.9844 0.7005 
80 26.1429 60.15 0.6676 0.8075 
81 26.6991 110.73 0.9916 0.8245 
82 30.3865 101.73 0.9444 0.9725 
83 30.2835 104.25 0.9748 0.6005 
84 34.3623 61.77 0.8452 0.8445 
85 28.6561 61.05 0.7932 1.0015 
86 27.0287 30.09 0.9636 0.7545 
87 28.8003 99.75 0.9388 1.0565 
88 29.5213 48.63 0.7596 0.7655 
89 33.8061 100.11 0.7836 1.0995 
90 27.7497 95.25 0.6332 0.7345 
91 35.9691 72.03 0.75 0.6135 
92 29.3565 62.67 0.8588 0.6075 
93 29.9539 46.29 0.7692 0.6795 
94 32.6937 52.59 0.8524 1.0145 
95 35.2893 63.93 0.8108 0.8255 
96 35.8249 103.89 0.8308 1.0475 
97 27.7703 115.23 0.93 0.8465 
98 35.7425 71.31 0.6236 1.0615 
99 29.7479 116.85 0.9892 0.7335 
100 34.0533 48.09 0.9868 0.8635 
101 28.5325 113.43 0.7516 1.0835 
102 29.4183 95.43 0.6724 0.8815 
103 35.6807 98.67 0.7068 0.7265 
104 27.2141 90.75 0.8076 0.7145 
105 27.8527 77.07 0.9348 0.6605 
106 35.7219 68.43 0.7348 0.6925 
107 25.9987 88.77 0.862 0.7795 
108 35.8867 85.35 0.7244 1.0645 
109 28.8209 83.37 0.958 0.8665 
110 29.0681 44.67 0.6556 1.0455 
111 33.0645 91.47 0.81 0.7465 
112 33.4765 95.97 0.754 0.7595 
113 30.8191 47.55 0.7324 1.0825 
114 34.5271 106.41 0.9268 0.8625 
115 30.2423 92.91 0.6588 0.8975 
116 31.4783 84.27 0.922 0.7855 
117 35.4953 51.87 0.9236 0.6045 
118 27.4613 119.19 0.6804 0.6845 
119 32.8379 69.69 0.9964 0.7895 
120 33.9915 78.69 0.91 0.9705 
121 32.0757 66.63 0.714 0.7295 
122 35.1039 50.61 0.7268 0.7575 
123 31.0045 62.31 0.7684 0.9345 
124 27.9145 80.49 0.7468 0.7535 
125 28.0381 75.45 0.678 0.8185 
126 34.4859 84.45 0.8212 0.7925 
127 30.7779 58.53 0.7636 0.7455 
128 27.3171 34.77 0.8428 0.8105 
129 27.5643 75.99 0.8756 0.7845 
130 29.8303 30.99 0.9012 0.7995 
131 26.2871 65.91 0.8388 0.6375 
132 29.1299 37.65 0.89 0.6985 
133 28.5119 37.83 0.9796 1.0595 
134 35.0215 42.87 0.6308 0.9685 
135 30.1187 39.27 0.9076 0.7955 
136 30.3453 100.47 0.834 0.7985 
137 26.0399 38.01 0.738 0.6425 
138 33.2911 70.95 0.7828 0.7045 
139 33.3941 89.31 0.9004 0.6825 
140 32.3641 47.73 0.8868 1.0205 
141 29.3977 90.57 0.6732 0.7425 
142 31.4577 102.45 0.942 0.6115 
143 33.0851 56.73 0.95 0.9405 
144 31.0457 114.51 0.7556 0.7185 
145 35.1863 75.09 0.8092 0.8865 
146 31.6019 77.43 0.6188 0.7195 
147 33.5795 76.71 0.7956 1.0195 
148 27.5849 66.09 0.6316 1.0545 
149 32.3847 40.35 0.9876 0.6055 
150 34.0327 68.07 0.746 0.9285 
151 26.6785 36.03 0.7428 1.0895 
152 34.8773 114.69 0.8236 0.6435 
153 28.0999 41.79 0.8268 0.7105 
154 32.5495 115.05 0.858 0.7765 
155 35.5365 64.83 0.9572 0.6455 
156 32.5289 107.67 0.8084 0.8265 
157 27.2347 70.05 0.8028 0.8685 
158 33.1263 74.01 0.842 0.8555 
159 26.5961 92.37 0.8436 0.8025 
160 32.8997 31.89 0.946 0.6755 
161 35.3923 53.13 0.8996 0.6205 
162 26.3489 39.81 0.9908 0.8175 
163 34.7743 86.61 0.7964 0.7605 
164 28.3677 99.57 0.8196 0.7375 
165 30.9015 87.15 0.8852 1.0965 
166 27.3995 49.17 0.8924 1.0955 
167 31.1693 109.65 0.846 1.0685 
168 29.1711 117.21 0.798 0.6025 
169 32.1787 82.29 0.9564 0.9555 
170 35.5159 46.47 0.7092 0.9825 
171 32.6113 90.93 0.9364 1.0305 
172 26.7815 60.33 0.8988 0.6305 
173 31.6225 108.93 0.8036 1.0295 
174 33.4353 59.43 0.6548 0.8645 
175 27.2759 91.29 0.8124 1.0515 
176 29.7685 88.23 0.6756 0.7935 
177 32.7143 30.63 0.786 0.8965 
178 34.1769 43.23 0.8676 0.9935 
179 35.5777 35.31 0.6068 0.8575 
180 30.4895 66.81 0.654 0.8525 
181 29.8921 39.99 0.882 1.0135 
182 31.9933 68.79 0.7372 0.6945 
183 28.4501 31.17 0.618 0.7615 
184 26.1223 79.77 0.6524 0.9965 
185 33.6413 112.17 0.6292 1.0435 
186 27.6467 68.61 0.8612 0.9845 
187 30.0157 54.93 0.7884 0.7715 
188 31.9521 94.89 0.6444 0.9215 
189 26.3283 101.55 0.8404 1.0655 
190 33.5589 54.39 0.87 0.7135 
191 31.1281 50.25 0.9708 0.7785 
192 30.8397 33.15 0.6876 0.9205 
193 33.4559 67.89 0.69 0.6975 
194 29.4595 43.59 0.6828 0.6165 
195 33.7855 87.69 0.8804 0.7355 
196 29.0063 30.81 0.8684 1.0785 
197 30.0569 100.29 0.9476 0.7015 
198 31.2311 33.33 0.7748 0.7745 
199 31.4989 32.97 0.8812 1.0155 
200 30.1805 57.45 0.686 0.9225 
201 31.9315 41.25 0.718 0.7685 
202 33.0233 93.99 0.6636 0.8875 
203 35.4747 33.51 0.9588 0.8845 
204 26.8845 63.75 0.6708 0.8755 
205 27.5437 93.81 0.8188 0.7555 
206 35.1451 104.97 0.6268 0.9655 
207 33.8679 98.13 0.9228 1.0865 
208 28.2235 47.19 0.7756 0.6815 
209 30.0363 81.21 0.6628 0.7305 
210 31.7667 43.95 0.8844 0.7035 
211 27.0493 118.47 0.8708 0.9165 
212 31.2723 80.13 0.658 0.7865 
213 26.8639 74.37 0.73 0.9985 
214 28.7797 66.45 0.666 0.6765 
215 33.1057 85.89 0.634 0.9145 
216 27.1523 104.07 0.6508 0.7565 
217 34.5065 117.93 0.8772 0.8005 
218 32.4053 88.41 0.8644 0.7475 
219 34.2387 118.11 0.9684 1.0885 
220 30.2011 95.79 0.8796 1.0105 
221 26.5343 91.11 0.854 0.7945 
222 27.0699 112.89 0.8948 0.8315 
223 35.3099 79.05 0.9468 1.0125 
224 31.1899 38.73 0.8692 0.6245 
225 33.4147 51.51 0.8876 0.9915 
226 27.7291 56.01 0.7404 0.8145 
227 28.0587 69.15 0.726 0.8725 
228 33.6001 54.57 0.778 0.9245 
229 32.4465 63.21 0.7308 0.6265 
230 33.0439 112.35 0.9124 0.7485 
231 35.2687 70.41 0.6644 0.6105 
232 27.2553 119.37 0.7532 0.9575 
